Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-01032,Veeva,Regulatory,HA Correspondence,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Functional,Submit Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01033,Veeva,Regulatory,HA Correspondence,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Performance,Edit Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01034,Veeva,Regulatory,HA Correspondence,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Regression,Archive Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01035,Veeva,Regulatory,HA Correspondence,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Create Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01036,Veeva,Regulatory,HA Correspondence,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Submit Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01037,Veeva,Regulatory,HA Correspondence,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Security,Update Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01038,Veeva,Regulatory,HA Correspondence,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Reject Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01039,Veeva,Regulatory,HA Correspondence,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Functional,Clone Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01040,Veeva,Regulatory,HA Correspondence,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Performance,Delete Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01041,Veeva,Regulatory,HA Correspondence,CRO,Setup -> Review -> Approve -> Publish -> Archive,Integration,Escalate CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01042,Veeva,Regulatory,HA Correspondence,CRO,Create -> Submit -> Approve -> Release -> Monitor,Functional,Escalate CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01043,Veeva,Regulatory,HA Correspondence,CRO,Author -> Review -> Sign -> Distribute -> Track,Workflow,Update CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01044,Veeva,Regulatory,HA Correspondence,CRO,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Restore CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01045,Veeva,Regulatory,HA Correspondence,CRO,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Create CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01046,Veeva,Regulatory,HA Correspondence,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Security,Clone Manufacturing Veeva HA Correspondence,User has Veeva access and Manufacturing data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01047,Veeva,Regulatory,HA Correspondence,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Update Manufacturing Veeva HA Correspondence,User has Veeva access and Manufacturing data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01048,Veeva,Regulatory,HA Correspondence,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Regression,Reject Manufacturing Veeva HA Correspondence,User has Veeva access and Manufacturing data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01049,Veeva,Regulatory,HA Correspondence,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Regression,Route Manufacturing Veeva HA Correspondence,User has Veeva access and Manufacturing data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01050,Veeva,Regulatory,HA Correspondence,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Integration,Archive Manufacturing Veeva HA Correspondence,User has Veeva access and Manufacturing data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01051,Veeva,Regulatory,RIM,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Delete Pharma Veeva RIM,User has Veeva access and Pharma data is available,"1. Open RIM.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01052,Veeva,Regulatory,RIM,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Security,Delete Pharma Veeva RIM,User has Veeva access and Pharma data is available,"1. Open RIM.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01053,Veeva,Regulatory,RIM,Pharma,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Validate Pharma Veeva RIM,User has Veeva access and Pharma data is available,"1. Open RIM.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01054,Veeva,Regulatory,RIM,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Performance,Archive Pharma Veeva RIM,User has Veeva access and Pharma data is available,"1. Open RIM.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01055,Veeva,Regulatory,RIM,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Clone Pharma Veeva RIM,User has Veeva access and Pharma data is available,"1. Open RIM.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01056,Veeva,Regulatory,RIM,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Regression,Reject Biotech Veeva RIM,User has Veeva access and Biotech data is available,"1. Open RIM.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
