Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SAP-00906,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00907,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00908,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00909,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00910,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00911,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00912,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00913,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00914,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00915,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00916,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00917,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00918,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00919,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00920,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00921,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00922,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00923,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00924,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00925,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00926,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00927,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00928,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00929,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00930,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00931,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00932,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00933,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00934,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00935,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00936,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00937,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00938,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00939,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00940,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00941,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00942,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00943,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00944,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00945,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00946,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00947,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00948,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00949,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00950,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00951,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00952,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00953,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00954,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00955,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00956,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00957,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00958,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00959,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00960,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00961,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00962,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00963,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00964,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00965,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00966,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00967,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00968,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00969,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00970,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00971,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00972,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00973,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00974,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00975,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00976,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00977,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00978,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00979,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00980,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00981,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00982,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00983,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00984,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00985,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00986,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00987,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00988,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00989,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00990,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00991,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00992,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00993,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00994,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00995,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00996,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00997,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00998,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00999,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-01000,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
